Fecha,isla,nombre_isla,toneladas_pred,cisternas_equivalentes_pred,fecha_corte_modelo,fecha_generacion,tipo_forecast
2026-08-26,GC,Gran Canaria,67.25708087327101,2.802378369719625,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-26,TF,Tenerife,54.62425078195041,2.276010449247934,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-27,GC,Gran Canaria,49.81002569961592,2.075417737483997,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-27,TF,Tenerife,35.38728505962757,1.4744702108178156,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-28,GC,Gran Canaria,51.27257039493787,2.136357099789078,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-28,TF,Tenerife,46.218172759223414,1.9257571983009756,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-29,GC,Gran Canaria,48.93283731146863,2.038868221311193,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-29,TF,Tenerife,35.68904590687378,1.487043579453074,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-30,GC,Gran Canaria,42.2124200533561,1.758850835556504,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-30,TF,Tenerife,42.748849775379654,1.7812020739741523,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-31,GC,Gran Canaria,77.12002562671307,3.2133344011130447,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-31,TF,Tenerife,52.9819042344466,2.207579343101942,2026-07-31,2026-08-28 10:43:58,inicial
